TaskID,EmployeeNumber,TaskType,RequestDate,ResolvedDate,SLA_Hours,Actual_Hours,Status,Priority
T599504,1191,Software Install,2024-09-28,2024-09-29,24,31,In Progress,Low
T863460,1053,Software Install,2024-01-27,2024-01-28,48,42,In Progress,Low
T731186,396,Software Install,2024-02-13,2024-02-16,72,73,In Progress,Low
T185564,874,Access Request,2024-11-04,2024-11-05,48,45,Escalated,High
T555437,634,Tech Support,2024-01-19,2024-01-21,48,57,In Progress,Low
T578861,725,Tech Support,2024-08-26,2024-08-28,72,71,In Progress,Medium
T455647,1852,Tech Support,2024-12-28,2024-12-31,72,92,Completed,Low
T727766,1015,Software Install,2024-11-28,2024-11-29,24,33,In Progress,Low
T981963,2,Software Install,2024-06-01,2024-06-01,24,21,In Progress,Low
T955018,137,Access Request,2024-11-27,2024-11-28,48,41,In Progress,Low
T193331,1062,Access Request,2024-03-13,2024-03-14,48,38,In Progress,Low
T549259,1611,Tech Support,2024-10-05,2024-10-06,24,27,Completed,Medium
T609726,227,Tech Support,2024-10-14,2024-10-16,48,66,In Progress,Medium
T637342,1870,System Bug,2024-08-12,2024-08-15,72,80,In Progress,Low
T874990,1121,System Bug,2024-04-03,2024-04-04,24,29,In Progress,Low
T633791,918,Tech Support,2024-08-18,2024-08-21,72,91,Escalated,High
T344575,98,Access Request,2024-07-27,2024-07-30,72,90,In Progress,Low
T895947,461,Access Request,2024-09-21,2024-09-21,24,17,In Progress,Low
T654864,671,System Bug,2024-08-21,2024-08-24,72,91,In Progress,Low
T567945,256,Tech Support,2024-05-01,2024-05-04,72,87,Escalated,Medium
T395752,1448,Software Install,2024-01-13,2024-01-14,24,33,In Progress,High
T486155,426,Tech Support,2024-10-14,2024-10-14,24,20,In Progress,Low
T224215,75,Tech Support,2024-04-25,2024-04-28,72,75,In Progress,Low
T678798,70,Software Install,2024-08-04,2024-08-06,48,51,Completed,Medium
T397529,462,Software Install,2024-02-12,2024-02-12,24,14,Escalated,Low
T282024,1860,Tech Support,2024-01-01,2024-01-03,72,67,Completed,Low
T307539,331,Software Install,2024-02-24,2024-02-25,24,34,In Progress,High
T929349,386,Software Install,2024-06-11,2024-06-11,24,21,Completed,Low
T374924,1892,Access Request,2024-10-13,2024-10-14,24,44,Escalated,Medium
T367367,1116,System Bug,2024-07-08,2024-07-11,72,83,Escalated,Low
T763754,64,Software Install,2024-09-26,2024-09-29,72,89,In Progress,Low
T122394,1283,Access Request,2024-12-25,2024-12-27,48,63,Escalated,Medium
T373328,73,System Bug,2024-03-19,2024-03-20,48,45,Completed,Medium
T753793,1060,Access Request,2024-01-24,2024-01-25,48,45,Completed,Low
T967562,1932,Software Install,2024-06-09,2024-06-10,24,35,In Progress,Low
T652602,514,System Bug,2024-12-19,2024-12-21,72,62,Escalated,Medium
T741994,1916,Software Install,2024-01-19,2024-01-22,72,87,In Progress,Medium
T283444,63,Tech Support,2024-04-10,2024-04-11,24,31,In Progress,Low
T114826,425,Tech Support,2024-03-26,2024-03-27,24,42,Escalated,High
T938064,1073,System Bug,2024-11-04,2024-11-07,72,75,Escalated,Medium
T475428,1693,Software Install,2024-10-25,2024-10-26,24,42,In Progress,Medium
T363831,927,Tech Support,2024-10-10,2024-10-11,24,43,In Progress,Medium
T946126,433,Tech Support,2024-01-03,2024-01-06,72,89,Escalated,Low
T672217,1191,Tech Support,2024-10-19,2024-10-21,48,53,In Progress,Low
T525396,1729,System Bug,2024-01-19,2024-01-20,24,27,Escalated,Low
T992003,65,Tech Support,2024-08-03,2024-08-04,24,44,Escalated,Low
T853863,1260,Access Request,2024-02-16,2024-02-19,72,87,Completed,Medium
T649735,657,Access Request,2024-01-10,2024-01-10,24,15,In Progress,Medium
T614829,716,Software Install,2024-02-03,2024-02-04,24,37,Completed,Low
T442983,1971,Access Request,2024-03-16,2024-03-18,72,66,Escalated,Low
T502758,159,Software Install,2024-04-15,2024-04-17,48,62,Escalated,High
T620421,1689,Software Install,2024-08-24,2024-08-26,48,59,In Progress,Low
T227355,1482,Software Install,2024-08-07,2024-08-09,48,48,In Progress,Low
T602502,517,Access Request,2024-05-09,2024-05-10,24,43,In Progress,Medium
T802327,161,Tech Support,2024-06-03,2024-06-05,72,67,Escalated,Low
T691884,1132,Tech Support,2024-07-03,2024-07-05,72,71,Escalated,High
T186480,655,Software Install,2024-10-02,2024-10-04,48,68,In Progress,Medium
T740542,1671,System Bug,2024-04-08,2024-04-10,48,66,In Progress,High
T941101,1960,Tech Support,2024-09-23,2024-09-23,24,21,In Progress,Low
T650204,1161,Access Request,2024-08-18,2024-08-20,72,64,Completed,Low
T913679,1513,Software Install,2024-01-05,2024-01-07,48,61,In Progress,Medium
T717606,1883,Software Install,2024-12-13,2024-12-16,72,79,Completed,Low
T620041,137,System Bug,2024-08-10,2024-08-11,48,47,In Progress,Low
T447922,1344,Access Request,2024-11-25,2024-11-28,72,91,In Progress,Medium
T920172,1937,Tech Support,2024-02-16,2024-02-18,48,68,Completed,Low
T128451,705,Tech Support,2024-11-12,2024-11-12,24,19,In Progress,Low
T442912,1126,Access Request,2024-04-25,2024-04-26,48,41,In Progress,Low
T992493,380,Software Install,2024-08-13,2024-08-16,72,83,In Progress,Low
T678182,741,Software Install,2024-03-27,2024-03-30,72,86,In Progress,Low
T460462,1007,System Bug,2024-09-13,2024-09-14,48,38,Escalated,Low
T396066,763,System Bug,2024-01-13,2024-01-15,48,57,Completed,Medium
T449135,1949,System Bug,2024-11-22,2024-11-24,48,63,In Progress,Medium
T488982,10,System Bug,2024-06-08,2024-06-11,72,91,In Progress,Medium
T360882,1001,Software Install,2024-07-16,2024-07-17,24,34,In Progress,Low
T976441,1767,Access Request,2024-06-07,2024-06-09,48,48,In Progress,High
T119927,364,System Bug,2024-12-26,2024-12-27,48,38,Escalated,High
T253679,96,Software Install,2024-10-20,2024-10-22,48,67,In Progress,Low
T814961,495,Tech Support,2024-02-13,2024-02-16,72,92,In Progress,Medium
T532165,1539,Software Install,2024-01-18,2024-01-19,48,38,In Progress,Low
T349579,1940,Access Request,2024-05-28,2024-05-29,24,31,Escalated,Medium
T971245,1513,System Bug,2024-05-17,2024-05-19,48,49,In Progress,High
T649625,514,System Bug,2024-10-17,2024-10-19,48,49,Completed,Low
T576501,206,Software Install,2024-03-24,2024-03-27,72,82,Completed,High
T416919,743,Software Install,2024-11-16,2024-11-18,48,62,In Progress,Low
T587103,1581,Software Install,2024-09-11,2024-09-14,72,77,In Progress,Medium
T288851,1976,System Bug,2024-11-22,2024-11-24,48,66,Escalated,Low
T202432,584,Access Request,2024-09-17,2024-09-20,72,73,In Progress,Low
T981538,809,Access Request,2024-01-04,2024-01-07,72,79,In Progress,Medium
T268979,804,Access Request,2024-11-22,2024-11-22,24,18,Completed,Low
T177267,1402,System Bug,2024-11-18,2024-11-20,72,70,Completed,Low
T901404,1803,Software Install,2024-07-13,2024-07-14,24,39,Completed,Medium
T341754,2061,Tech Support,2024-11-02,2024-11-03,24,24,Escalated,Medium
T643109,1074,Access Request,2024-07-05,2024-07-06,24,37,Completed,Low
T437323,865,System Bug,2024-04-18,2024-04-20,48,65,Completed,Low
T171652,1719,Tech Support,2024-12-01,2024-12-03,72,63,In Progress,High
T453247,84,Tech Support,2024-08-18,2024-08-18,24,17,Completed,Low
T921858,1721,Software Install,2024-09-08,2024-09-09,48,40,In Progress,Medium
T725435,194,Tech Support,2024-11-08,2024-11-09,24,33,In Progress,High
T397867,397,System Bug,2024-01-16,2024-01-18,48,61,In Progress,Medium
T151886,39,Tech Support,2024-10-04,2024-10-06,48,57,Completed,Medium
T419142,1703,Software Install,2024-06-12,2024-06-14,48,53,Escalated,Low
T770305,752,Software Install,2024-07-20,2024-07-23,72,74,In Progress,High
T384124,211,Software Install,2024-05-02,2024-05-03,24,44,Escalated,Medium
T950180,605,Access Request,2024-02-02,2024-02-05,72,77,In Progress,Low
T326411,1592,Tech Support,2024-04-20,2024-04-22,48,57,Escalated,Low
T164420,1523,Access Request,2024-01-09,2024-01-11,48,64,Completed,Medium
T731982,1552,Access Request,2024-02-22,2024-02-22,24,18,In Progress,Low
T676297,1729,Software Install,2024-05-12,2024-05-15,72,81,Escalated,Low
T785102,54,Tech Support,2024-11-11,2024-11-12,48,44,In Progress,Low
T122710,277,Tech Support,2024-10-17,2024-10-20,72,87,In Progress,Low
T664680,758,System Bug,2024-08-10,2024-08-11,24,40,In Progress,Low
T421594,950,Access Request,2024-08-17,2024-08-19,72,69,In Progress,Medium
T383944,1659,Software Install,2024-06-12,2024-06-13,24,25,Escalated,Low
T144277,1301,System Bug,2024-06-26,2024-06-27,48,45,In Progress,High
T675472,1402,Tech Support,2024-06-20,2024-06-20,24,22,Completed,Low
T140141,1115,Access Request,2024-06-20,2024-06-21,24,39,In Progress,Medium
T662643,837,Access Request,2024-06-20,2024-06-23,72,75,Escalated,High
T191330,377,Software Install,2024-05-16,2024-05-19,72,84,In Progress,Low
T594041,1308,System Bug,2024-01-05,2024-01-08,72,86,Completed,Medium
T496539,1662,Access Request,2024-03-27,2024-03-28,24,29,Escalated,Low
T471505,1654,Software Install,2024-01-08,2024-01-11,72,90,In Progress,Low
T901525,894,Access Request,2024-03-19,2024-03-21,48,62,In Progress,Low
T257961,1250,Access Request,2024-08-22,2024-08-22,24,19,Completed,High
T430448,1786,System Bug,2024-04-25,2024-04-28,72,74,Escalated,Medium
T127487,987,System Bug,2024-10-20,2024-10-22,48,63,Completed,Low
T729623,1766,Access Request,2024-12-28,2024-12-29,24,32,In Progress,Low
T363654,201,Access Request,2024-11-19,2024-11-22,72,88,Escalated,Low
T307264,468,System Bug,2024-09-23,2024-09-23,24,22,In Progress,Low
T419765,1621,Software Install,2024-06-06,2024-06-07,48,44,Completed,Medium
T456001,1251,Tech Support,2024-08-24,2024-08-25,24,41,In Progress,Low
T652846,1792,System Bug,2024-04-13,2024-04-15,48,67,Completed,Low
T323593,80,Access Request,2024-02-11,2024-02-12,48,47,In Progress,Medium
T941866,275,Tech Support,2024-09-10,2024-09-11,48,43,In Progress,Low
T948671,1251,Software Install,2024-12-25,2024-12-27,48,52,Completed,Low
T156244,102,Software Install,2024-01-18,2024-01-18,24,14,Escalated,Low
T402180,1696,Access Request,2024-12-15,2024-12-17,48,55,Escalated,Low
T515251,958,Software Install,2024-08-27,2024-08-28,24,40,In Progress,Medium
T305049,1577,Access Request,2024-11-25,2024-11-26,24,25,Completed,High
T582360,1837,System Bug,2024-07-08,2024-07-10,72,67,In Progress,High
T827853,1195,Tech Support,2024-06-03,2024-06-04,24,34,Escalated,Medium
T383566,1340,Tech Support,2024-06-28,2024-06-30,48,62,In Progress,Low
T107344,171,Tech Support,2024-08-07,2024-08-08,24,25,In Progress,Medium
T359727,1224,Software Install,2024-11-23,2024-11-24,24,24,In Progress,Medium
T525816,284,System Bug,2024-12-01,2024-12-03,72,62,Escalated,Medium
T560431,340,Tech Support,2024-12-16,2024-12-18,48,49,In Progress,Low
T545240,1751,Access Request,2024-12-24,2024-12-27,72,80,Escalated,Low
T261335,2003,Software Install,2024-06-12,2024-06-14,48,50,In Progress,Low
T629186,1577,Software Install,2024-04-19,2024-04-20,24,28,In Progress,Low
T294034,1696,System Bug,2024-05-03,2024-05-05,48,61,Escalated,Low
T134582,75,System Bug,2024-12-03,2024-12-04,24,25,Completed,Medium
T399072,630,Tech Support,2024-10-25,2024-10-26,24,31,In Progress,Low
T782566,1421,Access Request,2024-02-03,2024-02-05,48,56,In Progress,Low
T531295,1158,Tech Support,2024-11-28,2024-11-30,48,49,In Progress,Low
T680468,834,System Bug,2024-05-13,2024-05-15,48,49,Completed,Medium
T926478,1265,Access Request,2024-07-19,2024-07-20,24,44,Escalated,Medium
T960424,1719,Access Request,2024-08-10,2024-08-13,72,89,Completed,Low
T431369,137,Access Request,2024-11-20,2024-11-21,24,27,Escalated,Medium
T697198,1013,Tech Support,2024-04-20,2024-04-22,48,56,In Progress,High
T916901,1981,Software Install,2024-12-12,2024-12-14,72,68,In Progress,Low
T507138,1656,System Bug,2024-02-25,2024-02-27,72,68,Completed,Low
T757356,1525,Access Request,2024-10-11,2024-10-12,24,27,Escalated,Low
T337915,1638,Software Install,2024-04-07,2024-04-08,24,31,Completed,Medium
T272550,1251,Access Request,2024-08-17,2024-08-19,48,57,Escalated,Low
T654242,1350,System Bug,2024-04-07,2024-04-10,72,78,In Progress,Low
T716918,226,Access Request,2024-06-25,2024-06-27,72,70,Escalated,Low
T608274,377,Access Request,2024-09-28,2024-09-30,48,56,In Progress,Medium
T532012,239,Software Install,2024-03-22,2024-03-23,24,26,In Progress,Low
T535498,1484,Software Install,2024-07-03,2024-07-05,48,50,In Progress,High
T854948,1026,Software Install,2024-04-23,2024-04-24,24,35,Completed,Low
T558026,2032,Tech Support,2024-08-18,2024-08-19,24,32,In Progress,Low
T204062,2008,System Bug,2024-12-08,2024-12-09,24,26,Completed,Low
T822073,1809,Software Install,2024-12-27,2024-12-29,72,62,Completed,Low
T206040,2052,System Bug,2024-03-17,2024-03-17,24,19,Completed,Medium
T728308,1196,Access Request,2024-11-06,2024-11-07,24,25,Escalated,Low
T168602,1609,Access Request,2024-01-01,2024-01-03,72,63,Completed,Low
T285500,16,Tech Support,2024-08-18,2024-08-21,72,91,In Progress,Low
T277830,834,System Bug,2024-10-17,2024-10-19,72,69,Escalated,Medium
T906311,575,Tech Support,2024-07-16,2024-07-17,24,25,In Progress,Low
T254693,45,System Bug,2024-04-14,2024-04-17,72,86,Escalated,Low
T896491,26,Tech Support,2024-05-22,2024-05-25,72,78,In Progress,Low
T611886,638,System Bug,2024-12-23,2024-12-26,72,86,In Progress,Medium
T137677,958,Access Request,2024-10-20,2024-10-22,48,57,Escalated,Medium
T785995,1193,System Bug,2024-11-19,2024-11-20,24,43,In Progress,Medium
T440837,882,Access Request,2024-08-13,2024-08-14,24,32,In Progress,Low
T655810,1693,Tech Support,2024-08-12,2024-08-13,24,40,Completed,Low
T928957,809,Software Install,2024-10-20,2024-10-21,24,26,Completed,Low
T237055,1441,System Bug,2024-03-17,2024-03-20,72,90,Escalated,Medium
T582037,223,Tech Support,2024-04-17,2024-04-18,48,44,In Progress,Medium
T363261,538,Access Request,2024-11-12,2024-11-14,48,51,Escalated,Medium
T314222,1082,System Bug,2024-03-24,2024-03-26,48,48,Completed,Low
T357510,1675,System Bug,2024-07-10,2024-07-11,24,31,Escalated,High
T812043,412,Access Request,2024-11-03,2024-11-03,24,20,Escalated,High
T482662,1807,Tech Support,2024-09-20,2024-09-21,48,42,In Progress,Low
T200134,1256,Tech Support,2024-02-03,2024-02-06,72,77,In Progress,Medium
T807739,2015,Access Request,2024-12-14,2024-12-15,24,33,Escalated,High
T266748,744,System Bug,2024-07-21,2024-07-22,48,44,In Progress,High
T775214,1866,Access Request,2024-08-03,2024-08-06,72,78,In Progress,Low
T795640,940,Tech Support,2024-10-22,2024-10-25,72,84,In Progress,Low
T887513,171,Tech Support,2024-02-25,2024-02-27,72,70,In Progress,Medium
T725461,468,Access Request,2024-09-25,2024-09-26,24,24,In Progress,High
T142582,15,System Bug,2024-07-03,2024-07-05,72,62,In Progress,Low
T572748,2025,Tech Support,2024-08-12,2024-08-15,72,77,In Progress,High
T157926,1966,System Bug,2024-12-11,2024-12-12,48,44,In Progress,Low
T449884,526,Tech Support,2024-07-03,2024-07-05,72,69,In Progress,Low
T587886,1043,Access Request,2024-03-11,2024-03-12,24,44,Completed,Low
T301788,1120,Tech Support,2024-11-05,2024-11-07,48,64,In Progress,High
T362439,1712,Software Install,2024-02-04,2024-02-07,72,87,Escalated,Low
T425197,1148,Software Install,2024-05-01,2024-05-03,48,49,Escalated,Low
T484676,309,Tech Support,2024-01-07,2024-01-08,24,24,In Progress,Medium
T592016,1471,Software Install,2024-05-20,2024-05-21,24,29,Escalated,Medium
T802974,227,Software Install,2024-06-10,2024-06-12,48,57,Completed,Low
T665705,374,Tech Support,2024-05-07,2024-05-09,72,62,In Progress,Low
T457329,194,Software Install,2024-05-18,2024-05-21,72,79,In Progress,Low
T228326,2007,Access Request,2024-12-20,2024-12-21,24,38,Escalated,High
T886538,101,Software Install,2024-05-11,2024-05-13,48,56,In Progress,Medium
T333036,1893,Software Install,2024-10-11,2024-10-11,24,22,Escalated,Low
T218381,1107,Access Request,2024-03-17,2024-03-18,48,44,Escalated,Medium
T345625,36,Software Install,2024-08-23,2024-08-24,24,25,In Progress,Low
T349370,2003,System Bug,2024-12-11,2024-12-14,72,84,Escalated,Low
T791588,1693,Software Install,2024-12-20,2024-12-23,72,76,In Progress,High
T245679,529,Software Install,2024-09-16,2024-09-18,48,56,Completed,Low
T417880,1772,Software Install,2024-04-20,2024-04-21,24,29,In Progress,Low
T254748,1790,Tech Support,2024-05-12,2024-05-13,24,31,In Progress,Low
T364859,838,Tech Support,2024-10-06,2024-10-06,24,20,In Progress,Low
T330832,342,Tech Support,2024-10-04,2024-10-05,24,32,In Progress,Low
T731885,355,Software Install,2024-05-20,2024-05-20,24,21,In Progress,Low
T854473,1682,Access Request,2024-01-16,2024-01-18,48,59,Escalated,Low
T688009,1664,Tech Support,2024-08-22,2024-08-24,48,50,Escalated,High
T585262,1083,Software Install,2024-05-28,2024-05-31,72,77,Escalated,Low
T102465,274,Tech Support,2024-05-07,2024-05-09,48,58,In Progress,Low
T546762,1255,Tech Support,2024-05-07,2024-05-10,72,83,Escalated,Low
T823227,1804,Access Request,2024-01-27,2024-01-27,24,16,In Progress,Medium
T478807,530,Tech Support,2024-06-07,2024-06-08,24,39,Escalated,Low
T266062,1506,Software Install,2024-06-10,2024-06-11,24,31,In Progress,Low
T364801,1543,System Bug,2024-05-14,2024-05-15,48,45,In Progress,Medium
T489213,1618,Access Request,2024-04-08,2024-04-09,24,24,In Progress,Low
T700704,1878,Access Request,2024-12-13,2024-12-14,24,31,In Progress,High
T189568,117,System Bug,2024-12-02,2024-12-03,24,41,Escalated,Low
T878205,171,System Bug,2024-12-24,2024-12-26,48,56,In Progress,Low
T391626,1185,System Bug,2024-05-08,2024-05-09,48,45,In Progress,Low
T468237,381,Software Install,2024-10-03,2024-10-05,48,64,In Progress,Low
T723858,815,Tech Support,2024-04-02,2024-04-04,72,68,Escalated,Medium
T755597,2009,Tech Support,2024-07-08,2024-07-11,72,89,Escalated,Low
T350082,1184,Access Request,2024-06-17,2024-06-17,24,19,Escalated,Low
T498886,1546,Tech Support,2024-03-22,2024-03-22,24,18,In Progress,Medium
T831930,882,Software Install,2024-02-25,2024-02-26,24,39,Completed,High
T900716,772,Software Install,2024-03-27,2024-03-29,48,57,Completed,Low
T965476,428,System Bug,2024-03-11,2024-03-14,72,91,In Progress,Low
T179124,1480,System Bug,2024-11-11,2024-11-12,48,44,In Progress,High
T818764,1577,Access Request,2024-01-14,2024-01-16,48,55,Escalated,Low
T625468,1766,Tech Support,2024-05-23,2024-05-25,48,51,In Progress,Medium
T287538,1374,Access Request,2024-11-07,2024-11-08,24,36,Escalated,Medium
T227894,1012,System Bug,2024-07-28,2024-07-30,48,51,In Progress,Low
T599917,98,Software Install,2024-05-16,2024-05-19,72,92,In Progress,High
T707883,1770,Tech Support,2024-04-19,2024-04-20,24,40,In Progress,High
T527576,201,Tech Support,2024-01-22,2024-01-23,48,45,Escalated,High
T551085,1751,Software Install,2024-01-08,2024-01-10,48,53,In Progress,Medium
T255394,1242,Access Request,2024-04-27,2024-04-29,72,71,In Progress,Medium
T713947,440,System Bug,2024-01-24,2024-01-24,24,20,Escalated,Medium
T185138,46,Tech Support,2024-12-17,2024-12-18,24,44,In Progress,Low
T576802,764,Tech Support,2024-12-16,2024-12-17,24,27,In Progress,High
T569589,525,System Bug,2024-10-17,2024-10-20,72,90,Completed,High
T461773,2027,Access Request,2024-10-07,2024-10-08,24,27,In Progress,Low
T668842,1542,Tech Support,2024-01-05,2024-01-06,24,34,In Progress,Low
T924647,762,System Bug,2024-07-09,2024-07-11,48,49,Escalated,Low
T254836,1074,Software Install,2024-08-12,2024-08-15,72,82,Completed,Medium
T457564,497,Software Install,2024-03-07,2024-03-07,24,21,In Progress,Low
T998463,1766,Access Request,2024-02-02,2024-02-04,48,60,In Progress,Low
T612397,1118,Software Install,2024-03-20,2024-03-21,24,37,In Progress,Low
T312719,1719,Access Request,2024-05-08,2024-05-09,24,29,In Progress,High
T157545,1712,Tech Support,2024-09-18,2024-09-19,24,25,In Progress,Medium
T103326,483,Tech Support,2024-06-12,2024-06-15,72,88,Completed,Medium
T141775,132,System Bug,2024-06-02,2024-06-02,24,19,In Progress,Medium
T388409,305,Access Request,2024-05-06,2024-05-08,48,65,In Progress,Medium
T186155,1576,System Bug,2024-05-05,2024-05-08,72,92,Escalated,High
T673515,1025,System Bug,2024-06-02,2024-06-05,72,87,Completed,Low
T646101,700,Access Request,2024-02-09,2024-02-10,24,31,Completed,High
T218197,1184,System Bug,2024-10-13,2024-10-14,24,33,In Progress,Low
T913359,1954,System Bug,2024-02-22,2024-02-24,48,55,In Progress,Medium
T648665,1198,System Bug,2024-01-18,2024-01-20,48,61,In Progress,Low
T792227,258,Software Install,2024-03-06,2024-03-07,24,37,Escalated,Low
T294244,923,System Bug,2024-11-26,2024-11-29,72,87,Escalated,Low
T136769,384,Tech Support,2024-12-06,2024-12-09,72,78,In Progress,Low
T998547,875,Software Install,2024-03-07,2024-03-10,72,84,In Progress,High
T553640,274,Tech Support,2024-03-12,2024-03-13,24,31,In Progress,Medium
T167905,304,Access Request,2024-12-06,2024-12-08,72,68,In Progress,Low
T134170,1248,System Bug,2024-02-07,2024-02-08,24,28,Completed,Low
T395132,1258,Tech Support,2024-05-22,2024-05-24,48,50,In Progress,Low
T230764,491,System Bug,2024-12-02,2024-12-04,48,62,Completed,Low
T225084,1802,Access Request,2024-08-18,2024-08-20,72,71,Completed,High
T226219,101,Software Install,2024-04-26,2024-04-27,24,39,Escalated,High
T422787,1374,Access Request,2024-08-16,2024-08-17,24,24,Escalated,Medium
T102974,1822,Tech Support,2024-10-15,2024-10-18,72,74,Completed,Low
T397631,374,Access Request,2024-05-02,2024-05-04,48,58,In Progress,High
T427472,828,Software Install,2024-07-27,2024-07-29,72,62,In Progress,High
T157600,1564,Access Request,2024-10-23,2024-10-25,72,71,In Progress,Medium
T735688,425,Access Request,2024-10-27,2024-10-30,72,89,Completed,Low
T934543,1999,Software Install,2024-04-11,2024-04-12,48,42,In Progress,Low
T955435,22,Access Request,2024-07-13,2024-07-15,72,66,Escalated,Medium
T221312,623,Tech Support,2024-03-14,2024-03-15,48,38,Escalated,High
T302850,7,Software Install,2024-01-10,2024-01-13,72,85,In Progress,Low
T712812,54,Tech Support,2024-09-05,2024-09-07,48,54,In Progress,Low
T180542,1013,System Bug,2024-11-09,2024-11-11,48,64,In Progress,Low
T787822,1881,System Bug,2024-02-17,2024-02-18,24,24,Completed,High
T797532,171,Tech Support,2024-07-07,2024-07-08,24,32,In Progress,Low
T695468,231,Software Install,2024-12-26,2024-12-27,48,46,In Progress,Low
T187101,1225,Tech Support,2024-04-17,2024-04-20,72,78,In Progress,Low
T852387,2038,Access Request,2024-12-26,2024-12-27,24,40,In Progress,Low
T307555,639,Access Request,2024-07-03,2024-07-06,72,88,Escalated,High
T820934,543,Software Install,2024-05-06,2024-05-06,24,16,Escalated,Low
T925310,1084,System Bug,2024-04-24,2024-04-25,48,41,Completed,Low
T779138,224,Access Request,2024-06-19,2024-06-20,24,44,In Progress,High
T706404,1411,System Bug,2024-07-05,2024-07-06,24,30,Completed,Low
T456390,1885,Tech Support,2024-04-23,2024-04-25,72,71,Completed,Medium
T670482,1005,Access Request,2024-04-18,2024-04-21,72,83,Completed,Medium
T933514,1515,Access Request,2024-01-09,2024-01-09,24,15,In Progress,Medium
T171982,252,Software Install,2024-06-06,2024-06-07,24,35,In Progress,High
T563690,1605,System Bug,2024-06-13,2024-06-15,72,62,Completed,Low
T193315,531,System Bug,2024-06-20,2024-06-23,72,76,In Progress,High
T689587,1200,Access Request,2024-02-17,2024-02-18,24,26,In Progress,Low
T715033,31,Tech Support,2024-10-03,2024-10-03,24,20,Escalated,High
T991174,483,Software Install,2024-08-22,2024-08-25,72,86,In Progress,Low
T634210,296,Tech Support,2024-03-11,2024-03-14,72,85,In Progress,Low
T933627,1826,Tech Support,2024-10-26,2024-10-28,72,71,Escalated,High
T898745,1131,Access Request,2024-11-11,2024-11-13,48,52,In Progress,Low
T491188,1525,Software Install,2024-05-13,2024-05-14,48,41,In Progress,Low
T655372,820,Software Install,2024-05-11,2024-05-12,24,36,In Progress,High
T163721,88,Software Install,2024-02-14,2024-02-16,48,53,Escalated,Low
T243859,1336,Software Install,2024-04-22,2024-04-23,24,38,In Progress,Medium
T531140,806,Access Request,2024-11-10,2024-11-12,48,67,In Progress,Low
T235642,465,Software Install,2024-09-12,2024-09-14,48,53,Escalated,Low
T509710,385,Software Install,2024-07-21,2024-07-24,72,92,In Progress,Low
T160209,742,Software Install,2024-02-10,2024-02-10,24,14,Escalated,Low
T340631,417,Tech Support,2024-06-01,2024-06-01,24,23,In Progress,Medium
T894644,1599,Tech Support,2024-09-04,2024-09-06,72,67,Escalated,Medium
T632913,525,Access Request,2024-06-17,2024-06-19,48,65,In Progress,Low
T346829,2062,System Bug,2024-07-03,2024-07-05,72,65,In Progress,Low
T754247,2054,System Bug,2024-02-04,2024-02-05,24,26,In Progress,Low
T930865,1633,Tech Support,2024-06-11,2024-06-13,48,49,Completed,Low
T651698,46,Software Install,2024-09-09,2024-09-11,72,68,In Progress,Low
T536003,261,System Bug,2024-10-13,2024-10-14,48,39,In Progress,Medium
T854843,31,Access Request,2024-01-07,2024-01-09,72,67,In Progress,Low
T415718,548,Tech Support,2024-04-28,2024-04-30,48,54,Completed,Medium
T105529,1581,Access Request,2024-04-05,2024-04-07,48,48,Completed,Low
T468663,2052,System Bug,2024-02-28,2024-03-02,72,89,In Progress,High
T783423,1032,Software Install,2024-02-14,2024-02-17,72,79,In Progress,Low
T108237,7,Software Install,2024-01-07,2024-01-08,24,32,Escalated,Medium
T859391,881,System Bug,2024-01-10,2024-01-12,48,66,In Progress,High
T625051,526,Access Request,2024-12-25,2024-12-27,48,51,In Progress,Medium
T819929,848,Software Install,2024-04-21,2024-04-22,24,24,Escalated,High
T199994,1285,Access Request,2024-07-16,2024-07-18,48,51,In Progress,Low
T774476,791,Tech Support,2024-10-26,2024-10-28,48,63,In Progress,Medium
T856893,574,Software Install,2024-08-18,2024-08-18,24,20,Escalated,Low
T512136,700,System Bug,2024-05-09,2024-05-10,24,35,In Progress,High
T812466,397,Tech Support,2024-01-18,2024-01-20,48,50,In Progress,Medium
T447294,844,Access Request,2024-09-23,2024-09-25,48,60,In Progress,High
T604382,372,Access Request,2024-01-17,2024-01-19,48,61,In Progress,Medium
T614392,1202,System Bug,2024-03-01,2024-03-01,24,18,In Progress,Low
T718993,351,System Bug,2024-06-24,2024-06-26,72,63,In Progress,Medium
T649999,1515,System Bug,2024-04-17,2024-04-18,24,41,In Progress,Low
T613427,455,System Bug,2024-06-18,2024-06-18,24,22,In Progress,Medium
T854159,1244,Software Install,2024-03-05,2024-03-06,48,44,In Progress,High
T745221,1177,Tech Support,2024-06-26,2024-06-27,24,40,In Progress,High
T262744,577,Software Install,2024-12-15,2024-12-17,72,67,Completed,High
T490045,1108,System Bug,2024-09-14,2024-09-14,24,18,In Progress,Low
T274222,924,System Bug,2024-05-27,2024-05-29,48,67,In Progress,Medium
T929482,1630,Access Request,2024-02-19,2024-02-21,48,60,In Progress,Low
T107179,1671,Tech Support,2024-10-26,2024-10-28,48,56,In Progress,Low
T329767,1709,Access Request,2024-11-28,2024-11-28,24,21,In Progress,Low
T393901,1922,Access Request,2024-06-02,2024-06-02,24,22,Completed,Medium
